module,type,name,res_id,src,value,comments
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_tag__write_uid,Last Updated by,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__write_date,Last Updated on,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_distribution__write_date,Last Updated on,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_group__write_date,Last Updated on,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_line__write_date,Last Updated on,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_tag__write_date,Last Updated on,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_main_attachment_id,Main Attachment,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_has_error,Message Delivery error,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_ids,Messages,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_distribution__name,Name,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_group__name,Name,,
analytic,model_terms,"ir.ui.view,arch_db",analytic.view_account_analytic_account_list,Name,,
analytic,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,No activity yet,,
analytic,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,No activity yet on this account,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_needaction_counter,Number of Actions,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_has_error_counter,Number of errors,,
analytic,model,"ir.model.fields,help",analytic.field_account_analytic_account__message_needaction_counter,Number of messages which requires an action,,
analytic,model,"ir.model.fields,help",analytic.field_account_analytic_account__message_has_error_counter,Number of messages with delivery error,,
analytic,model,"ir.model.fields,help",analytic.field_account_analytic_account__message_unread_counter,Number of unread messages,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_group__parent_id,Parent,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_group__parent_path,Parent Path,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_distribution__tag_id,Parent tag,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_line__partner_id,Partner,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_distribution__percentage,Percentage,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_line__unit_amount,Quantity,,
analytic,model_terms,"ir.ui.view,arch_db",analytic.view_account_analytic_line_tree,Quantity,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__code,Reference,,
analytic,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).",,
analytic,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).",,
analytic,model_terms,"ir.ui.view,arch_db",analytic.view_account_analytic_line_filter,Search Analytic Lines,,
analytic,model_terms,"ir.ui.view,arch_db",analytic.account_analytic_tag_view_search,Search Analytic Tags,,
analytic,model,"ir.model.fields,help",analytic.field_account_analytic_tag__active,Set active to false to hide the Analytic Tag without removing it.,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_line__tag_ids,Tags,,
analytic,model,"ir.model.constraint,message",analytic.constraint_account_analytic_distribution_check_percentage,The percentage of an analytic distribution should be between 0 and 100.,,
analytic,code,addons/analytic/models/analytic_account.py,197,The selected account belongs to another company that the one you're trying to create an analytic item for,,
analytic,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,This allows to classify your analytic accounts.,,
analytic,model_terms,"ir.ui.view,arch_db",analytic.view_account_analytic_line_tree,Total,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_line__product_uom_id,Unit of Measure,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_unread,Unread Messages,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__message_unread_counter,Unread Messages Counter,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_line__user_id,User,,
analytic,model,"ir.model.fields,field_description",analytic.field_account_analytic_account__website_message_ids,Website Messages,,
analytic,model,"ir.model.fields,help",analytic.field_account_analytic_account__website_message_ids,Website communication history,,
analytic,model_terms,"ir.ui.view,arch_db",analytic.view_account_analytic_account_form,e.g. Project XYZ,,
auth_signup,model,"mail.template,subject",auth_signup.set_password_email,${object.create_uid.name} from ${object.company_id.name} invites you to connect to Odoo,,
auth_signup,code,addons/auth_signup/models/res_users.py,126,%s connected,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,<strong>A password reset has been requested for this user. An email containing the following link has been sent:</strong>,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,<strong>An invitation email containing the following subscription link has been sent:</strong>,,
auth_signup,model,"mail.template,body_html",auth_signup.mail_template_data_unregistered_users,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""background-color: #F1F1F1; font-family:Verdana, Arial,sans-serif; color: #454748; width: 100%; border-collapse:separate;""><tr><td align=""center"">
<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""padding: 16px; background-color: white; color: #454748; border-collapse:separate;"">
<tbody>
    <!-- CONTENT -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                 % set invited_users = ctx['invited_users']
                <td style=""text-align : left"">
                    <span style=""font-size: 20px; font-weight: bold;"">
                        Pending Invitations
                    </span><br/><br/>
                </td>
                <tr><td valign=""top"" style=""font-size: 13px;"">
                    <div>
                        Dear ${object.name or ''},<br/> <br/>
                        You added the following user(s) to your database but they haven't registered yet:
                        <ul>
                            % for invited_user in invited_users:
                                <li>${invited_user}</li>
                            % endfor
                        </ul>
                        Follow up with them so they can access your database and start working with you.
                        <br/><br/>
                        Have a nice day!<br/>
                        --<br/>The ${object.company_id.name} Team
                    </div>
                </td></tr>
                <tr><td style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
</tbody>
</table>
</td></tr>
</table>
            ",,
auth_signup,model,"mail.template,body_html",auth_signup.set_password_email,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""padding-top: 16px; background-color: #F1F1F1; font-family:Verdana, Arial,sans-serif; color: #454748; width: 100%; border-collapse:separate;""><tr><td align=""center"">
<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""padding: 16px; background-color: white; color: #454748; border-collapse:separate;"">
<tbody>
    <!-- HEADER -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""middle"">
                    <span style=""font-size: 10px;"">Welcome to Odoo</span><br/>
                    <span style=""font-size: 20px; font-weight: bold;"">
                        ${object.name}
                    </span>
                </td><td valign=""middle"" align=""right"">
                    <img src=""/logo.png?company=${object.company_id.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${object.company_id.name}""/>
                </td></tr>
                <tr><td colspan=""2"" style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
    <!-- CONTENT -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""top"" style=""font-size: 13px;"">
                    <div>
                        Dear ${object.name},<br/><br/>
                        You have been invited by ${object.create_uid.name} of ${object.company_id.name} to connect on Odoo.
                        <div style=""margin: 16px 0px 16px 0px;"">
                            <a href=""${object.signup_url}"" style=""background-color: #875A7B; padding: 8px 16px 8px 16px; text-decoration: none; color: #fff; border-radius: 5px; font-size:13px;"">
                                Accept invitation
                            </a>
                        </div>
                        % set website_url = object.env['ir.config_parameter'].sudo().get_param('web.base.url')
                        Your Odoo domain is: <b><a href=""${website_url}"">${website_url}</a></b><br/>
                        Your sign in email is: <b><a href=""/web/login?login=${object.email}"" target=""_blank"">${object.email}</a></b><br/><br/>
                        Never heard of Odoo? It’s an all-in-one business software loved by 3+ million users. It will considerably improve your experience at work and increase your productivity.
                        <br/><br/>
                        Have a look at the <a href=""https://www.odoo.com/page/tour?utm_source=db&amp;utm_medium=auth"" style=""color: #875A7B;"">Odoo Tour</a> to discover the tool.
                        <br/><br/>
                        Enjoy Odoo!<br/>
                        --<br/>The ${object.company_id.name} Team
                    </div>
                </td></tr>
                <tr><td style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
    <!-- FOOTER -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; font-size: 11px; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""middle"" align=""left"">
                    ${object.company_id.name}
                </td></tr>
                <tr><td valign=""middle"" align=""left"" style=""opacity: 0.7;"">
                    ${object.company_id.phone}
                    % if object.company_id.email
                        | <a href=""'mailto:%s' % ${object.company_id.email}"" style=""text-decoration:none; color: #454748;"">${object.company_id.email}</a>
                    % endif
                    % if object.company_id.website
                        | <a href=""'%s' % ${object.company_id.website}"" style=""text-decoration:none; color: #454748;"">
                        ${object.company_id.website}
                    </a>
                    % endif
                </td></tr>
            </table>
        </td>
    </tr>
</tbody>
</table>
</td></tr>
<!-- POWERED BY -->
<tr><td align=""center"" style=""min-width: 590px;"">
    <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: #F1F1F1; color: #454748; padding: 8px; border-collapse:separate;"">
      <tr><td style=""text-align: center; font-size: 13px;"">
        Powered by <a target=""_blank"" href=""https://www.odoo.com?utm_source=db&amp;utm_medium=auth"" style=""color: #875A7B;"">Odoo</a>
      </td></tr>
    </table>
</td></tr>
</table>",,
auth_signup,model,"mail.template,body_html",auth_signup.reset_password_email,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""padding-top: 16px; background-color: #F1F1F1; font-family:Verdana, Arial,sans-serif; color: #454748; width: 100%; border-collapse:separate;""><tr><td align=""center"">
<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""padding: 16px; background-color: white; color: #454748; border-collapse:separate;"">
<tbody>
    <!-- HEADER -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""middle"">
                    <span style=""font-size: 10px;"">Your Account</span><br/>
                    <span style=""font-size: 20px; font-weight: bold;"">
                        ${object.name}
                    </span>
                </td><td valign=""middle"" align=""right"">
                    <img src=""/logo.png?company=${object.company_id.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${object.company_id.name}""/>
                </td></tr>
                <tr><td colspan=""2"" style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
    <!-- CONTENT -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""top"" style=""font-size: 13px;"">
                    <div>
                        Dear ${object.name},<br/><br/>
                        A password reset was requested for the Odoo account linked to this email.
                        You may change your password by following this link which will remain valid during 24 hours:<br/>
                        <div style=""margin: 16px 0px 16px 0px;"">
                            <a href=""${object.signup_url}"" style=""background-color: #875A7B; padding: 8px 16px 8px 16px; text-decoration: none; color: #fff; border-radius: 5px; font-size:13px;"">
                                Change password
                            </a>
                        </div>
                        If you do not expect this, you can safely ignore this email.<br/><br/>
                        Thanks,<br/>
                        ${user.signature | safe}<br/>
                    </div>
                </td></tr>
                <tr><td style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
    <!-- FOOTER -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; font-size: 11px; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""middle"" align=""left"">
                    ${object.company_id.name}
                </td></tr>
                <tr><td valign=""middle"" align=""left"" style=""opacity: 0.7;"">
                    ${object.company_id.phone}
                    % if object.company_id.email
                        | <a href=""'mailto:%s' % ${object.company_id.email}"" style=""text-decoration:none; color: #454748;"">${object.company_id.email}</a>
                    % endif
                    % if object.company_id.website
                        | <a href=""'%s' % ${object.company_id.website}"" style=""text-decoration:none; color: #454748;"">
                        ${object.company_id.website}
                    </a>
                    % endif
                </td></tr>
            </table>
        </td>
    </tr>
</tbody>
</table>
</td></tr>
<!-- POWERED BY -->
<tr><td align=""center"" style=""min-width: 590px;"">
    <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: #F1F1F1; color: #454748; padding: 8px; border-collapse:separate;"">
      <tr><td style=""text-align: center; font-size: 13px;"">
        Powered by <a target=""_blank"" href=""https://www.odoo.com?utm_source=db&amp;utm_medium=auth"" style=""color: #875A7B;"">Odoo</a>
      </td></tr>
    </table>
</td></tr>
</table>
            ",,
auth_signup,model,"mail.template,body_html",auth_signup.mail_template_user_signup_account_created,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""padding-top: 16px; background-color: #F1F1F1; font-family:Verdana, Arial,sans-serif; color: #454748; width: 100%; border-collapse:separate;""><tr><td align=""center"">
<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""padding: 16px; background-color: white; color: #454748; border-collapse:separate;"">
<tbody>
    <!-- HEADER -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""middle"">
                    <span style=""font-size: 10px;"">Your Account</span><br/>
                    <span style=""font-size: 20px; font-weight: bold;"">
                        ${object.name}
                    </span>
                </td><td valign=""middle"" align=""right"">
                    <img src=""/logo.png?company=${object.company_id.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${object.company_id.name}""/>
                </td></tr>
                <tr><td colspan=""2"" style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
    <!-- CONTENT -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""top"" style=""font-size: 13px;"">
                    <div>
                        Dear ${object.name},<br/><br/>
                        Your account has been successfully created!<br/>
                        Your login is <strong>${object.email}</strong><br/>
                        To gain access to your account, you can use the following link:
                        <div style=""margin: 16px 0px 16px 0px;"">
                            <a href=""/web/login?${ctx['auth_login']}"" style=""background-color: #875A7B; padding: 8px 16px 8px 16px; text-decoration: none; color: #fff; border-radius: 5px; font-size:13px;"">
                                Go to My Account
                            </a>
                        </div>
                        Thanks,<br/><br/>
                        ${user.signature | safe}<br/>
                    </div>
                </td></tr>
                <tr><td style=""text-align:center;"">
                  <hr width=""100%"" style=""background-color:rgb(204,204,204);border:medium none;clear:both;display:block;font-size:0px;min-height:1px;line-height:0; margin: 16px 0px 16px 0px;""/>
                </td></tr>
            </table>
        </td>
    </tr>
    <!-- FOOTER -->
    <tr>
        <td align=""center"" style=""min-width: 590px;"">
            <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: white; font-size: 11px; padding: 0px 8px 0px 8px; border-collapse:separate;"">
                <tr><td valign=""middle"" align=""left"">
                    ${object.company_id.name}
                </td></tr>
                <tr><td valign=""middle"" align=""left"" style=""opacity: 0.7;"">
                    ${object.company_id.phone}
                    % if object.company_id.email
                        | <a href=""'mailto:%s' % ${object.company_id.email}"" style=""text-decoration:none; color: #454748;"">${object.company_id.email}</a>
                    % endif
                    % if object.company_id.website
                        | <a href=""'%s' % ${object.company_id.website}"" style=""text-decoration:none; color: #454748;"">
                        ${object.company_id.website}
                    </a>
                    % endif
                </td></tr>
            </table>
        </td>
    </tr>
</tbody>
</table>
</td></tr>
<!-- POWERED BY -->
<tr><td align=""center"" style=""min-width: 590px;"">
    <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""590"" style=""min-width: 590px; background-color: #F1F1F1; color: #454748; padding: 8px; border-collapse:separate;"">
      <tr><td style=""text-align: center; font-size: 13px;"">
        Powered by <a target=""_blank"" href=""https://www.odoo.com?utm_source=db&amp;utm_medium=auth"" style=""color: #875A7B;"">Odoo</a>
      </td></tr>
    </table>
</td></tr>
</table>",,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.signup,Already have an account?,,
auth_signup,code,addons/auth_signup/controllers/main.py,83,An email has been sent with credentials to reset your password,,
auth_signup,code,addons/auth_signup/controllers/main.py,55,Another user is already registered using this email address.,,
auth_signup,code,addons/auth_signup/controllers/main.py,141,Authentication Failed.,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Back to Login,,
auth_signup,code,addons/auth_signup/models/res_users.py,197,Cannot send email: user %s has no email address.,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Close,,
auth_signup,model,"ir.model,name",auth_signup.model_res_config_settings,Config Settings,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Confirm,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Confirm Password,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_users__state__active,Confirmed,,
auth_signup,model,"ir.model,name",auth_signup.model_res_partner,Contact,,
auth_signup,code,addons/auth_signup/controllers/main.py,58,Could not create a new account.,,
auth_signup,code,addons/auth_signup/controllers/main.py,87,Could not reset your password,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_uninvited,Customer Account,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Default Access Rights,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.login,Don't have an account?,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_reset_password,Enable password reset from Login page,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Enable password reset from Login page,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_config_settings__auth_signup_uninvited__b2c,Free sign up,,
auth_signup,model,"ir.model,name",auth_signup.model_ir_http,HTTP Routing,,
auth_signup,code,addons/auth_signup/controllers/main.py,118,Invalid signup token,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Let your customers log in to see their documents,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_users__state__new,Never Connected,,
auth_signup,code,addons/auth_signup/controllers/main.py,78,No login provided.,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_config_settings__auth_signup_uninvited__b2b,On invitation,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Password,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Password Reset,,
auth_signup,model,"mail.template,subject",auth_signup.reset_password_email,Password reset,,
auth_signup,code,addons/auth_signup/controllers/main.py,128,Passwords do not match; please retype them.,,
auth_signup,model,"mail.template,subject",auth_signup.mail_template_data_unregistered_users,Reminder for unregistered users,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.login,Reset Password,,
auth_signup,code,addons/auth_signup/models/res_users.py,162,Reset password: invalid username or email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Send Reset Password Instructions,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Send an Invitation Email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.signup,Sign up,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_expiration,Signup Expiration,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_expiration,Signup Expiration,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_token,Signup Token,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_token,Signup Token,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_type,Signup Token Type,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_type,Signup Token Type,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_valid,Signup Token is Valid,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_valid,Signup Token is Valid,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_url,Signup URL,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_url,Signup URL,,
auth_signup,code,addons/auth_signup/models/res_users.py,118,Signup is not allowed for uninvited users,,
auth_signup,code,addons/auth_signup/models/res_partner.py,153,Signup token '%s' is no longer valid,,
auth_signup,code,addons/auth_signup/models/res_partner.py,149,Signup token '%s' is not valid,,
auth_signup,code,addons/auth_signup/models/res_users.py,138,Signup: invalid template user,,
auth_signup,code,addons/auth_signup/models/res_users.py,141,Signup: no login given for new user,,
auth_signup,code,addons/auth_signup/models/res_users.py,143,Signup: no name or partner given for new user,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__state,Status,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_template_user_id,Template user for new users created through signup,,
auth_signup,code,addons/auth_signup/controllers/main.py,126,The form was not properly filled in.,,
auth_signup,code,addons/auth_signup/models/res_users.py,127,This is his first connection. Wish him welcome,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,"To send invitations in B2B mode, open a contact or select several ones in list view and click on 'Portal Access Management' option in the dropdown menu *Action*.",,
auth_signup,model,"ir.model,name",auth_signup.model_res_users,Users,,
auth_signup,model,"ir.actions.server,name",auth_signup.ir_cron_auth_signup_send_pending_user_reminder_ir_actions_server,Users: Notify About Unregistered Users,,
auth_signup,model,"ir.cron,cron_name",auth_signup.ir_cron_auth_signup_send_pending_user_reminder,Users: Notify About Unregistered Users,,
auth_signup,model,"ir.cron,name",auth_signup.ir_cron_auth_signup_send_pending_user_reminder,Users: Notify About Unregistered Users,,
auth_signup,model,"mail.template,subject",auth_signup.mail_template_user_signup_account_created,Welcome to ${object.company_id.name}!,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Your Email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Your Email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Your Name,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,e.g. John Doe,,
base,model,"ir.module.module,description",base.module_to_backend_theme,"
		Backend theme for Odoo community edition, based on the Openworx Backend Theme
    ",,
base,model,"ir.module.module,description",base.module_to_l10n_vn_state_group,"


Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_l10n_cn_small_business,"

    科目类型\会计科目表模板\增值税\辅助核算类别\管理会计凭证簿\财务会计凭证簿

    添加中文省份数据

    增加小企业会计科目表

    ",,
base,model,"ir.module.module,description",base.module_viin_helpdesk_sale,"

* Allows creating Tickets directly from Sale Order outside the Portal and filter only Tickets of that Sale Order.
* When creating a new Ticket from SO, automatically check Helpdesk Sale team, Assign for that Team.
* Link SO to the Tickets has created from this SO
* Link Ticket to SO if this Ticket has created from SO

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_viin_helpdesk_livechat,"

* Allows creating Tickets directly in the channel.

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_pos_kitchen_printer,"

- Kitchen Order Printing: allows you to print orders updates to kitchen or bar printers

",,
base,model,"ir.module.module,description",base.module_l10n_at_reports,"

Accounting reports for Austria.
================================

    * Defines the following reports:
        * Profit/Loss (§ 231 UGB Gesamtkostenverfahren)
        * Balance Sheet (§ 224 UGB)

    ",,
base,model,"ir.module.module,description",base.module_l10n_be_invoice_bba,"

Add Structured Communication to customer invoices.
--------------------------------------------------

Using BBA structured communication simplifies the reconciliation between invoices and payments.
You can select the structured communication as payment communication in Invoicing/Accounting settings.
Two algorithms are suggested:

    1) Invoice Number +++RRR/RRRR/RRRDD+++
        **R..R =** Invoice Number, **DD =** Check Digits
    2) Customer Reference +++RRR/RRRR/SSSDD+++
        **R..R =** Customer Reference without non-numeric characters, **SSS =** Sequence Number, **DD =** Check Digits
    ",,
base,model,"ir.module.module,description",base.module_pos_reprint,"

Allow cashier to reprint receipts

",,
base,model,"ir.module.module,description",base.module_l10n_hu,"

Base module for Hungarian localization
==========================================

This module consists of:

 - Generic Hungarian chart of accounts
 - Hungarian taxes
 - Hungarian Bank information
 ",,
base,model,"ir.module.module,description",base.module_payment_vnpay,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_async_task,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_config_editor,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_l10n_vn_foreign_trade,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_letsencrypt,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_letsencrypt_dns,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_odoo_saas_sale,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_odoo_saas_website_sale,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
base,model,"ir.module.module,description",base.module_to_payroll_payment_acb_templates,"

Editions Supported
==================
1. Community Edition
2. Enterprise Edition

    ",,
